title,content,detail url
[招聘][招聘] ★倍宝婴童用品购物中心★（南平店）聘采购营运助理,一、岗位职责全力协助采购经理日常工作；跟踪销售、库存情况，汇总、统计销售，落实缺货、采购订单的下达和订单进度的跟踪、协调和沟通，确保公司营运需求；执行商品变价，处理价格差异；对现有的供应商资料的整理、归档，并对供应商进行有效评估；协助现场处理退换货等对接；以及上级领导交办的其他一切事务。二、岗位要求1、大专以上学历，从事采购工作两年以上，年龄25-40周岁；2、能熟练掌握并操作Office等办公软件；具有良好的数据统计和分析能力；有食品类、零售类工作经验者优先；3、性格开朗，做事细心认真，吃苦耐劳，具有较强的工作主动性；有良好的人际沟通表达能力，学习能力强，有较强的服从能力、协作精神。三、薪资待遇待遇面谈薪酬福利：固定工资+绩效奖金+员工福利有意者请联系詹女士13960669723欢迎加入我们！！！急！急！急！,http://bbs.np163.net/thread-2783040-1-1.html
[招聘][招聘] ★倍宝婴童用品购物中心★（南平店）诚聘驻店品牌导购员,[招聘] ★倍宝婴童用品购物中心★（南平店）诚聘驻店品牌导购员:,http://bbs.np163.net/thread-2786359-1-1.html
[招聘]延平区高新重点企业三金电子招人事、技术员、普工等岗位, 本帖最后由 南平三金电子 于 2019-6-26 11:09 编辑 南平市三金电子有限公司成立于1997年3月，民营股份制高新技术企业，区重点企业，高校毕业生见习基地；有多种产品获得省、市科研成果奖；部份产品属国内首创。主要产品系列：1、集成电路低熔玻璃封装外壳 ；2、晶体振荡器封装外壳；3、LED室内照明研发生产。因企业战略发展需求，现诚招以下岗位： 1、人事行政专员（1名）1）大专以上学历；2）熟练使用办公软件；3）1年以上人事相关工作经验。4）月薪3000以上2、模具机加技师（1名）1）中专以上学历，负责模具、夹具的制作、修改以及相应设备的维修保养，掌握CAD制图；2）有连续模生产经验者优先；3）月薪3000元以上。3、设备维修员（1名）1）中专以上学历，持有电工证；负责生产设备管理及维护、检修工作；2）有相关工作经验者优先；3）月薪3000元以上4、普工（2名）1）吃苦耐劳，服从车间领导安排；2）无近视；3）计件工资（工作地点分别为：环城路和西芹长沙开发区）二、薪酬与福利：1、五险及国家法定节假日。2、过节费或过节礼物、劳保、高温补贴；员工生日、结婚礼金，红白喜事慰问金。3、入职满一年的员工享受公司组织的旅游活动。4、市区内厂车免费接送上下班；中午提供工作餐。5、子女考上重点高中/大学可享受助学补助金。三、联系方式： 联系人：人力资源部  电话：0599-8515581  邮箱：1430224989@qq.com公司地址： 延平区四鹤街道西溪路64-7号（西芹高速路口附近）市区乘坐1、3、22公交车到高新区下车，往回走十几米顺公路往上走七八分钟继续招聘中···人事、门卫、技术员继续招聘中···人事、门卫、技术员继续招聘中···人事、门卫、技术员继续招聘中···人事、门卫、技术员继续招聘中···人事、技术员、普工继续招聘中···人事、技术员、普工继续招聘中···人事、技术员、普工继续招聘中···人事、技术员、普工继续招聘中···,http://bbs.np163.net/thread-2791307-1-1.html
[招聘]招聘岗位：招标代理人员, 本帖最后由 Limi敏 于 2019-6-18 11:46 编辑  招聘岗位：招标代理人员一、招标代理人员工作内容：要求能独立完成招标代理的所有程序，招标代理负责人。学历要求：大专以上学历  /年龄：30岁-40岁，女性工作要求：工作细心、认真，责任心强，有一定的文字功底和口头表达能力，有较强的沟通协调能力，具备office等办公软件操作技能。具有招标代理机构工作经验（有经验者优先）招聘人数：2名工作地点：南平市延平区玉屏小区附近工资待遇：3000-4500上班时间：早8点20到12点，3点到6点双休，国家法定节假联系电话：8722293简历发送至：313292594@qq.com欢迎适合的人才踊跃来报名应聘。有没有人才呢，求贤若渴啊人才人才人才，你在哪里呢会做投标文件的可以吗？妮子520 发表于 2019-4-30 21:30会做投标文件的可以吗？会投标的，学起来会更快，你可以简历先发过来哦 本帖最后由 Limi敏 于 2019-5-5 11:49 编辑 有意向的麻烦简历发来哦欢迎来电咨询。有合适的人才吗？？待遇从优啦,http://bbs.np163.net/thread-2787262-1-1.html
[招聘]招收一名家电维修安装学员,业务发展需要招收一名爱好家电维修安装的男生，可一边学习一边工作，对自己独立完成的事项给予工资结算，欢迎有兴趣的朋友加入。联系人：陈先生      联系电话：13850943872,http://bbs.np163.net/thread-2792717-1-1.html
[招聘]招操作员,福建南平坤辉电器有限公司单位简介：公司位于南平市环城中路180号（26路车可达），是一家规模以上工业企业，延平区工业企业纳税大户。主营：生产和销售各类电池材料、电池配件及电工器材。  操作工 (数名全职)职位概述：1.操作工从事高速冲床的上料，冲压制品的初步检查任职条件：         男女不限，18岁至35岁，初中以上文化程度。劳动报酬：培训期2个月，薪金2200元，经考核合格、独立上岗后，月薪2800元以上。福利待遇：按国家规定公司为员工缴纳社保和医保等五险，每月有满勤奖，提供免费工作餐，发放过节费及年终奖金。联系人：胡先生     联系电话：13859470350,http://bbs.np163.net/thread-2792711-1-1.html
[招聘]耐斯音乐酒吧招聘,店长助理数名，月收入5000-20000元，男女不限。营销经理，工资5000-12000以上招聘月休4天，节假日额外假期，时间晚上19:00到打烊，凌晨2点左右。提供夜宵，生日福利等多种福利。要求18到35周岁，做事认真，服从上级管理。只要你有想赚钱的心，欢迎加入我们。联系电话:18650600206罗女士，欢迎咨询，我们还有其他的岗位，或许正好有适合你的。,http://bbs.np163.net/thread-2792713-1-1.html
[求职]求职一份搞办公室卫生的工作13799106985,求职一份搞办公室卫生的工作：13799106985,http://bbs.np163.net/thread-2792504-1-1.html
[招聘]新帖 创世纪三期日春茶业长期招聘  月薪4000 正在招聘2019-6-16, 本帖最后由 fly2010 于 2019-6-16 17:57 编辑                      日春茶业（招聘）   日春茶业是一家总部在泉州，全国有近300家品牌直营门店的企业，全国有2000多名职工，是一家准备上市的茶企业。经营品牌茶：岩茶、红茶、铁观音、花茶、绿茶，白茶，普洱茶 及福之味茶点等；诚聘：茶顾问  （愿意配合调动三明优先录用）人数：两人性别：女(18-28)要求：好学，有责任心，吃苦耐劳，性格开朗，爱笑，有无经验均可福利：    1.每天工作9小时；2.月休4天；            3.提供免费住宿；            4.如果有需求可提交五险申请；5.试用期3500，转正员工2500+抽成+化妆补贴+学历补贴（大专学历补贴100）+班补500（月均收入4000左右）            6.国家法定节假日加班三倍工资；上班时间两班制；早班：8:00-17:00晚班：14:00-23:00感兴趣的可以来电/店咨询！！！！！！地址:马坑路创世纪三期中级法院斜对面电话：0599-861559818606037617附注：这是一个不断提升自己的平台，这个平台与普通销售不同，它有不断晋升的机会，或许有一天你就是日春的店长、督导、主管或者经理....本主题由 最闽北招聘热线18606037617  0599-8615598招聘招聘继续招聘继续招聘继续招聘哟继续招聘哟,http://bbs.np163.net/thread-2760390-1-1.html
[招聘]图书公司招聘，欢迎加入,南平市育才图书有限公司1、仓管主任     男 一名(对仓库管理有丰富的管理经验，并学习能力强，责任心强）2、仓管员        男2名     3、营业员       女 1名      （南平师范附小盘）4、公司客服    2名（男女均可）要求：应聘者请带上身份证联  系 人：范主任咨询电话：  13706009705面试地址：南平江滨南路金江公寓一层店面，官沙田公交站点，(到西芹方向的公交车都会到 1路 22路  3路官沙田下)     欢迎您的加入！请电话咨询正在招聘中正在招聘中.......正在招聘中，欢迎加入,http://bbs.np163.net/thread-2791877-1-1.html
[招聘]招聘暑假工,南平市育才图书有限公司招聘暑假工  图书配货员 男5名要求：应聘者请带上身份证联  系 人：范主任咨询电话：  13706009705面试地址：南平江滨南路金江公寓一层店面，官沙田公交站点，(到西芹方向的公交车都会到 1路 22路  3路官沙田下)     欢迎您的加入！请电话咨询正在招聘中,http://bbs.np163.net/thread-2792595-1-1.html
[招聘]收银 人事 司机  洗车工," 本帖最后由 xianyuaiai 于 2019-6-22 09:56 编辑 福建省光辉汽车美容有限公司公司简介：光辉汽车美容有限公司是福建省知名汽车美容装饰养护品牌，长期致力于汽车美容、装饰、养护、快修、改色、改装、电子、精品等技术服务应用。主营汽车美容、装潢；汽车喷漆服务；洗车服务；汽车销售；汽车租赁；汽车维修；汽车配件、汽车用品、数码产品、电子产品、音响设备、轮胎、板金、润滑油的批发、零售；汽车信息咨询服务；汽车代驾服务；汽车保险代办服务；代办车年检、过户、报牌手续等。招聘岗位：1、精致洗车师傅4名：学历不限，负责进店车辆的清洁，吃苦耐劳，底薪2500+提成。2、销售顾问5名：初中以上学历，具有良好的沟通能力，具有亲和力，底薪：1500+提成10%3、汽车装潢中工/美容中工2名：学历不限，负责门店内汽车装潢施工及保养，一年以上经验，底薪：3000+提成4、收银2名，司机2名。[size=18.6667px]人事1名：责任心强。以上人员一经录用包吃二餐，包住宿，联系电话：0599-8065555  136950706059a9eadac83ca531dcb6d08020ea780b.jpg(163.94 KB, 下载次数: 0)下载附件保存到相册2019-6-22 09:53 上传",http://bbs.np163.net/thread-2774441-1-1.html
[招聘]7月茶艺师培训," 本帖最后由 久违的挣扎 于 2019-6-26 10:25 编辑 7月5号，遇见茶艺，遇见更好的自己[backcolor=rgba(0, 0, 0, 0.5)]精致生活---从茶艺开始近来，很多学员会问我，老师，我不做茶艺表演，学茶艺有什么用处？我不从事茶业行业，有必要来学么？我想说，学茶，并不是让每个人都成为职业的茶艺师，只是希望在生活忙累的时候，有一杯茶可以抚慰心灵，有一席美好可以安放自己。茶艺，源于生活，高于生活；世间的风景您见过几何？茶里的奥妙您知几许？做一个爱茶之人，习茶之路其慢慢修远矣！那么，爱茶的人是什么样子的呢？想起一位老学员写下这样一段话，她说：“如果有一天，在茶席上，你不再沉浸说长道短，只是微笑的喝茶；你不再焦虑望子成龙，只是静待花开；你不再追求山头年份，只是修養自己的性情。那么，你，喝茶，才真正的開始。”说得真好！如果是这样，那么，你，爱茶，也会真正开始。当你真正开始爱茶，你就不会沉浸说长道短，你会认真品尝每一杯握在手中的茶汤，不舍得忽略任何一缕香气，会捕捉到每一次的细微变化，还会透过茶味和香气漫问她的来路。这时，你会发现，茶里的世界是如此丰富，细细地体会这些，比起说长道短，不是更加滋养身心吗？培训班简介1、主办：南平雅熙.茶艺文化推广活动中心2、顾问：聘请武夷山知名茶学专家3、师资：资深茶艺专家，资深茶艺培训师，十余年的茶艺教学经验。4、考证：连续培训一周，培训结束统一参加人社局的茶艺师鉴定。5、补贴：取得证书后即可向南平市延平区就业中心申请1000元补贴，最高可获得2000元补贴。6、培训预交：1000元，鉴定费380元自理。习茶内容如下：1、习茶礼仪2、盖碗冲泡技法3、紫砂壶冲泡技法4、武夷岩茶文化5、茶席主题设计6、六大名茶赏析7、户外习茶实践享受培训&#16636;贴人员范围1、法定劳动年龄内；2、城镇登记失业人员；3、农村转移就业劳动者；4、毕业年度高校毕业生；5、城乡未继续升学的应届初、高中毕业生；6、贫困家庭子女；7、企业在职人员（交满失业险12个月以上）报名资料1、2寸白底彩照3张2、身份证复印件2张3、学历证书复印件2张4、无学历证书（户口本本人页）2张联系我们：陈老师18005090666（微信同号）傅老师18805997776（微信同号）温馨提示：由于我们是精品小班课，只设十个席位，想要学习茶艺的小伙伴们，速度来约！",http://bbs.np163.net/thread-2792701-1-1.html
[求职]暑期工,本人男2003年生，现需找份暑期工作，有需要的可以联系18005997611帮朋友发贴！！！！！,http://bbs.np163.net/thread-2792223-1-1.html
[招聘]省图办公招聘,1、技术员   二名    男  18-25岁   会骑车    中专以上学历  打印机，复印机维护  （有无工作经验均可）2.技术员兼职    二名   男    18-25岁    建阳地区打印机，复印机维护       有无工作经验均可3.业务员   一名    年龄18-45岁 男女不限 有无经验均可，勤奋好学、有强大的上进心。                                                                4、兼职销售人员     年龄18岁以上  男女不限  有无经验均可公司福利：试用期满后均享受：社、医保，人身意外保险，高温津贴，年终奖金，过节费、年休假等等其他福利待遇。本公司上班时间：8:00-12:00   14：30-17:30 周末双休  有意者可来电或直接到本公司来面谈。公司地址：八一路274号（交通银行斜对面）联系人： 符女士联系方式：8856008   134599606501、技术员   二名    男  18-25岁   会骑车    中专以上学历  打印机，复印机维护  （有无工作经验均可）2.技术员兼职    二名   男    18-25岁    建阳地区打印机，复印机维护       有无工作经验均可3.业务员   一名    年龄18-45岁 男女不限 有无经验均可，勤奋好学、有强大的上进心。                                                                4、兼职销售人员     年龄18岁以上  男女不限  有无经验均可公司福利：试用期满后均享受：社、医保，人身意外保险，高温津贴，年终奖金，过节费、年休假等等其他福利待遇。本公司上班时间：8:00-12:00   14：30-17:30 周末双休  有意者可来电或直接到本公司来面谈。公司地址：八一路274号（交通银行斜对面）联系人： 符女士联系方式：8856008   134599606501、技术员   二名    男  18-25岁   会骑车    中专以上学历  打印机，复印机维护  （有无工作经验均可）2.技术员兼职    二名   男    18-25岁    建阳地区打印机，复印机维护       有无工作经验均可3.业务员   一名    年龄18-45岁 男女不限 有无经验均可，勤奋好学、有强大的上进心。                                                                4、兼职销售人员     年龄18岁以上  男女不限  有无经验均可公司福利：试用期满后均享受：社、医保，人身意外保险，高温津贴，年终奖金，过节费、年休假等等其他福利待遇。本公司上班时间：8:00-12:00   14：30-17:30 周末双休  有意者可来电或直接到本公司来面谈。公司地址：八一路274号（交通银行斜对面）联系人： 符女士联系方式：8856008   13459960650,http://bbs.np163.net/thread-2792064-1-1.html
[招聘]煮饭阿姨,招一名煮饭阿姨，每天2餐饭，中午10点到12点。晚上4点到6点。7—8个人的量。工资面谈，地址：胜利街原电视对面圣施兰美容会所。联系电话：8825199招一名煮饭阿姨，每天2餐饭，中午10点到12点。晚上4点到6点。7—8个人的量。工资面谈，地址：胜利街原电视对面圣施兰美容会所。联系电话：8825199还在招还在招,http://bbs.np163.net/thread-2792021-1-1.html
[招聘]急招行政主管2名（只限建阳地区）,岗位类别：行政主管要求：      有责任心、热情。会操作电脑，文件表格，月休4天、节假日假期、公司旅游、年终奖薪资待遇：2500+提成。公司环境：店内环境好（200—300平方）不定时聚餐团建、员工相处融洽。联系人：吴经理：13656975055联系电话：0599-5507789   0599-5822808更多图片 小图 大图岗位类别：行政主管要求：      有责任心、热情。会操作电脑，文件表格，月休4天、节假日假期、公司旅游、年终奖薪资待遇：2500+提成。公司环境：店内环境好（200—300平方）不定时聚餐团建、员工相处融洽。联系人：吴经理：13656975055联系电话：0599-5507789   0599-5822808更多图片 小图 大图,http://bbs.np163.net/thread-2792078-1-1.html
[招聘]高薪招聘美容师及美容学徒,圣施兰美容连锁现有12家连锁门店，南平女人街店、胜利店、建瓯店、诗缇巴雅店（建瓯2店）、建阳1店、建阳2店、欧颜店（建阳3店）、邵武店、武夷山店、顺昌店、立洁店（顺昌2店）、浦城店。因发展在南平各县市长期诚聘:1、店长2名，要求：女性， 喜欢美容事业，有美容从业经验或管理经验者优先。年薪8—15万。2、美容顾问5名，要求：女性，有较强的沟通能力，热爱销售工作。年薪6—12万。3、美容师20名，要求：女性，热爱美容事业，有责任心。年薪4—8万。4、美容学徒20名，免费培训上岗，上岗后按美容师待遇，年薪3—8万。这是一个共同创业的平台，是一个温馨的家，如果你具有真诚质朴、踏实勤奋的品质，想要一个不断提高的机会和一个融洽亲近的环境，欢迎你的加入！！！待遇优厚，工资不封顶，公司将提供良好的培训和宽松的升迁环境，为有识之士搭建人生及事业的广阔舞台。有意者请联系： 13850939550 微信号Chenying1199（陈总监），13656973362 微信号W1132086301（吴老师），请电话联系面试。或发简历至：969372764@qq.com美容师学徒免费培训学习20天或一个月即可上岗为美容师，所有员工包住宿，学好美容技术，您将受益一生，圣施兰欢迎您的加入。[img][/img][img][/img],http://bbs.np163.net/thread-2792079-1-1.html
[招聘]聘淘宝美工天猫设计人员,职责负责淘宝天猫网页上图片内容的设计与更新。要求必须有Ps基础。或有本行相关经验两者均可。招相关专业应届毕业生。学历不限素质要求有学习热情工作态度积极不焦躁希望你1. 不笨2. 有点品味3. 看过很多广告4. 能回答设计是什么?5. 有想法是必须的，实践出来。6. 当你认为别人的设计是垃圾，能拿出更好的。7. 除了看电影、读书、听音乐还有其他的爱好。你想知道的1.这里成立3年，有晋升空间，没复杂阶级。2.薪资为3000底薪加考核，转正后4000-7000。3.在我们的定位里，创意是核心生产力。4. 懂行的人挺多，不会跟你说“感觉不对，再想想”。5. 具有专业的设计指导与辅助，有很大的学习空间。上班时间：早晨：8：30到12：00，下午：13：30到18：00，上6天，休一天。公司员工福利待遇：以上岗位一经试用合格录取，享有国家公布的法定假期；享受传统节日及员工生日的福利待遇及团队不定期的聚会。满一年享受13薪工资待遇，且底薪加200元/月（封顶3年）。欢迎您加入到我们的团队。地址：南平市金辉大厦2108室联系方式：15716073924联系人：葛女士天天在家玩的设计，路过帮顶剑津少帅 发表于 2019-6-25 15:05天天在家玩的设计，路过帮顶杨总是兼职么焚夜 发表于 2019-6-25 19:29杨总是兼职么需要专职焚夜 发表于 2019-6-25 19:29杨总是兼职么日 啊    这公司你开的啊？兄弟,http://bbs.np163.net/thread-2792496-1-1.html
[招聘]招储备干部数名, 本帖最后由 猫依千草 于 2019-6-24 16:02 编辑 岗位职责：1、负责个人区域客户的拜访、维护与开发；2、负责销售区域内销售活动的策划和执行，完成销售任务；3、负责个人区域人员管理和价格监督，负责掌握客户的销售动态信息；4、负责个人区域本行业商品信息的调查与反馈，给公司政策制定提供有效的资料；5、作为公司与客户之间信息传达的桥梁，将公司政策、通知等及时准确地传达给客户，辅助并引导客户正确及时的执行。任职要求：1、四年以上商务、销售行业工作经验，就任部门经理以上职位优先考虑；2、个性开朗、善于交际、有较强的执行力、做事积极主动、认真负责、踏实诚信；3、具有极强的学习、创新及沟通能力，具有良好的客户沟通、人际交往及维系客户关系的能力；4、具有良好的沟通能力和团队合作精神；5、大专以上学历，男女不限。福利待遇：试用期2700~4000元（具体薪资面谈）；周末休假；法定节假日休假；寒暑假带薪休假；生日福利；员工旅行；员工聚会等等。职业发展方向：储备经理---经理助理 ---部门经理 面试地址：南平市延平区江滨路639号粮油大厦6楼联系电话：0599-8636672  人事部招人中,http://bbs.np163.net/thread-2792120-1-1.html
[招聘]招聘摄影助理 后期,后期调片师：2名（工资 底薪+抽成  ）3000-6000 上不封顶。摄影助理：懂得基本助理的 工资更高  （面议） 摄影学徒：学徒有可能出差  ，能接受的都可以电话联系 .电话 ：  18065789993 （微信同号）后期调片师：2名（工资 底薪+抽成  ）3000-6000 上不封顶。摄影助理：懂得基本助理的 工资更高  （面议）  店里招收：前台 2名摄影学徒：学徒有可能出差  ，能接受的都可以电话联系 .电话 ：  13860091217（微信同号）后期调片师：2名（工资 底薪+抽成  ）3000-6000 上不封顶。摄影助理：懂得基本助理的 工资更高  （面议） 店里招收：前台 2名摄影学徒：学徒有可能出差  ，能接受的都可以电话联系 .电话 ：  13860091217（微信同号）后期调片师：2名（工资 底薪+抽成  ）3000-6000 上不封顶。摄影助理：懂得基本助理的 工资更高  （面议） 店里招收：前台 2名摄影学徒：学徒有可能出差  ，能接受的都可以电话联系 .电话 ：  13860091217（微信同号）后期调片师：2名（工资 底薪+抽成  ）3000-6000 上不封顶。摄影助理：懂得基本助理的 工资更高  （面议） 店里招收：前台 2名摄影学徒：学徒有可能出差  ，能接受的都可以电话联系 .电话 ：  13860091217（微信同号）后期调片师：2名（工资 底薪+抽成  ）3000-6000 上不封顶。摄影助理：懂得基本助理的 工资更高  （面议） 店里招收：前台 2名摄影学徒：学徒有可能出差  ，能接受的都可以电话联系 .电话 ：  13860091217（微信同号）,http://bbs.np163.net/thread-2791036-1-1.html
[招聘]国企招人！国药（南平）器械有限公司诚聘！," 本帖最后由 ShirleyLim 于 2019-6-14 16:32 编辑 国药（南平）器械有限公司因业务拓展现面向南平地区诚聘如下岗位：一、实习生任职资格：1、性别不限，专科及以上学历，专业不限；                                                                    2、热爱医疗行业，具有较强的综合能力和亲和力，擅长与陌生人沟通交流；3、工作认真负责，吃苦耐劳，对医疗工作有激情。培养描述：1、销售类岗位（销售经理、销售代表等）；                                                               2、技术类岗位（产品专员、售前售后服务师、）3、管理类岗位（物流管理、采购管理、库房管理）；4、迅速有效反馈市场讯息、同业动态、客户建议，及时快速达成团队目标。二、行政前台岗位职责：1、及时、准确接听/转接电话，如需要，记录留言并及时转达；2、接待来访客人并及时准确通知被访人员；3、收发公司邮件、报刊、传真和物品，并做好登记管理以及转递工作；4、负责快件收发、机票及火车票的准确预定；5、负责前台区域的环境维护，保证设备安全及正常运转（包括复印机、空调及打卡机等）；6、协助公司员工的复印、传真等工作；7、会议会务工作，办公用品采购等行政事务。8、完成上级主管交办的其它工作。任职要求：1、女，形象好，气质佳，年龄18—28岁，身高1.60以上；2、中专及以上学历，行政前台工作经验；3、较强的服务意识，熟练使用电脑办公软件；4、具备良好的协调能力、沟通能力，负有责任心，性格活泼开朗，具有亲和力；5、普通话准确流利；6、具备一定商务礼仪知识。三、商务专员岗位职责:1、完善投标管理体系，规范投标文件，投标前期工作准备，分析招标文件，编制投标书；2、负责两票制的相关工作，协助物流及销售部门完成其他重要事项；3、收集市场需求及各医院订单（平台，通知），按照客户要求平台发货维护，JDE开销售单，JDE申请开票，登记出库及开票情况;4、按照公司要求,及时跟进客户,维护良好的客户关系;5、负责与厂家销售/服务商对接：服务商借货/寄售货物订单管理；6、领导交办的其它工作。任职要求：1、能熟练使用常规办公软件；2、大专及以上学历；3、年龄26-42岁，男女不限，形象气质佳；4、从事过医疗器械、医药或商务销售工作类的工作者优先；5、熟悉招投标法等相关法律法规，熟悉招投标工作流程；6、具备娴熟的商务接待工作能力；7、具有较强的判断能力、人际交往能力、沟通能力、计划与执行能力；8、具有高度的责任心，秉公办事，富有团队合作精神；9、具有吃苦耐劳、踏实肯干的工作精神和良好的工作作风，实事求是、忠于职守、勤勉自律。四、骨科仓管员岗位职责：1、仓库的出入库手续办理，做到账、物、单一致，能熟练掌握物流进、出、销、存的规范操作流程及账务处理；2、仓库的安全库存管理和库存状态反馈，负责仓库产品的日常整理、摆放、出入库工作；3、仓库盘点工作；4、配合采购跟单做好产品的安全库存，负责仓库的到货跟进和入库检验工作；5、特殊物资请相关专业人员进行验收； 6、上级领导交付的其它日常工作内容。任职要求：1、熟悉骨科器械仓储及配货管理常识，有较强的学习能力和理解沟通能力；2、3年以上骨科库管工作经验，有学医学的或有骨科耗材仓库经验者优先录取； 3、熟悉医疗设备及医疗用品； 4、具备良好的敬业精神，有上进心,反应灵活，工作认真负责，沟通能力和接受能力强,能吃苦耐劳，服从管理，工作主动积极。五、医疗器械销售代表数名岗位职责：1、负责公司产品的销售及推广；2、根据市场营销计划，完成部门销售指标；3、开拓新市场发展新客户增加产品销售范围；4、负责辖区市场信息的收集及竞争对手的分析；5、负责销售区域内销售活动的策划和执行，完成销售任务；6、管理了解市场动态，掌握消费者的消费趋向，随时掌握竞品信息，采取有效措施；7、维护客户关系以及客户间的长期战略合作计划。任职资格：1、男女不限，中专及以上学历，医药等相关专业优先；2、医疗器械，医药耗材等相关工作经验，业绩突出者优先；3、反应敏捷、表达能力强，具有较强的沟通能力及交际技巧，具有亲和力；4、具备一定的市场分析及判断能力，良好的客户服务意识；5、有责任心，能承受较大的工作压力；6、有团队协作精神，善于挑战；7、接受出差。六、驻院专员（区域代表）负责区域（武夷山、建阳、光泽）岗位职责：1.负责公司产品在当地医疗领域和区域的市场开拓、客户维护和销售管理工作；2.负责所属区域的产品宣传、推广和销售，完成公司下达的市场任务；3.搜集及反馈市场趋势、需求变化、竞争对手和客户实际需求；4.协助区域经理完成项目标书制作、投标工作，协调产品目标用户的签约工作；5.其他各项制度的执行及完成领导安排的相关任务。任职资格：1.工商管理、市场营销、计算机、软件、医药等相关专业专科以上学历；2.年以上市场、销售或商务工作经验；3.具有良好的方案策划和撰写能力；4.具有良好的沟通表达能力、市场开拓能力、公关能力；5.喜欢并热爱市场/商务工作；6.在所属区域内有一定系统内资源者优先考虑；7.有医疗、IT、互联网行业市场经验者优先考虑；8.适应出差负责区域。上班时间：上午：8：30-12：00；下午：14：00-17：30（周一至周五）上午：9:30-11：30(周六)一般作为培训或是团建工作福利待遇：享受国家正常节假日，入职员工可享受公司福利（培训发展、请休假、带薪年假、年终奖、企业文化、生日补贴等）及五险。公司地点：福建省南平市延平区横排路450号B幢一楼一单元（火车站附近）联系电话：0599-8816998简历投递邮箱：153052463@qq.comUP!UP!UP！UP！UP！UP！UP！UP！有意向者可把简历投过来，谢谢。中专学历，有做过其他行业，业务员，没做过医药的可以吗",http://bbs.np163.net/thread-2789511-1-1.html
[招聘]南平福家房产高薪诚招置业顾问！13459975895陈经理（微信同号）," 本帖最后由 好好珍惜998 于 2019-3-26 16:06 编辑 南平福家房产招聘正式启动：面试时，有人怕干不了，我告诉大家，来福家房产无非三种结果，1、最差的结果：了解房产，懂得房产行情，解决了自己住房的一大困惑！2、中等的结果：做出了一定的成绩，每个月能比上班多赚几千或者上万元，交了很多的朋友，同时有争取更大成功的可能！3、最好的结果：成就了自我，辉煌了人生，帮助了别人，改变了命运！一不小心成了女神/男神！有志者一起来，共赢天下！福家房产，创造美好的未来！详情电话或微信咨询创业热线:13459975895陈经理（微信同号）地址：八一路横南大酒店往上100米225819q04000b4a20suhhx.jpg(22.12 KB, 下载次数: 3)下载附件保存到相册2019-2-7 22:58 上传225819ibnlmvmd5fb11bnv.jpg(24.07 KB, 下载次数: 3)下载附件保存到相册2019-2-7 22:58 上传225820hqcp7ukn0pp2cqld.jpg(25.51 KB, 下载次数: 3)下载附件保存到相册2019-2-7 22:58 上传顶起来顶起来薪水不说哦",http://bbs.np163.net/thread-2779093-1-1.html
[招聘]设计院招设计师多名, 本帖最后由 阿毗昙 于 2019-6-12 01:49 编辑 武夷山市建筑设计研究院有限公司是具有建筑甲级资质、市政丙级的设计院，承接各类建筑工程、规划、市政设计。其在延平区设立南平市分公司；经过十几年来的不断发展壮大，南平市分公司现经营场地1000多平方米，是技术人员精干，设备设施先进，设计质量过硬的大型建筑及规划设计企业。     现因业务发展需要，要招以下人员：1、建筑设计人员（2-3名）要求：在南平市延平区或武夷新区工作，大专以上学历，建筑设计专业。2、景观设计人员（2-3名）要求：在南平市延平区或武夷新区工作，大专以上学历，景观设计专业3、规划设计人员（2-3名）要求：在南平市延平区或武夷新区工作，大专以上学历，规划设计专业。4、结构、市政设计人员（2-3名）要求：在南平市延平区或武夷新区工作，本二科以上学历，土木专业、建筑工程或结构设计相关专业。5、水电设计人员（2-3名）要求：在南平市延平区或武夷新区工作，大专以上学历，水电设计专业、建筑设备相关专业。6、室内设计人员（2-3名）要求：在南平市延平区工作，大专以上学历，设计相关专业工资待遇及其他：应届毕业可以，年龄性别不限，地域不限（本省人员优先考虑），有相关经验者优先。底薪+绩效奖金（据各人能力而定）。以上人员正试录用后均有办理医保、社保、失业保等福利。办公地点：荣顺大厦11号店2层。每周工作五天半，每天上午8：30上班。应聘人员将简历发到957409150@QQ.COM\450223730@QQ.COM，联系电话小康：059961393692019年又有招人了，不过后勤职位满了，设计人员要多名，请大家积极报名！联系电话也改了6139369，小康有意向的可发简历或电话联系！应届生皆可。有意向的可发简历或电话联系！应届生皆可。有意向的可发简历或电话联系！应届生皆可。有意向的可发简历或电话联系！应届生皆可。有意向的可发简历或电话联系！应届生皆可。有意向的可发简历或电话联系！应届生皆可。有意向的可发简历或电话联系！应届生皆可。,http://bbs.np163.net/thread-2755913-1-1.html
[招聘]和谐装修公司招聘啦  看过来看过来,和谐装饰招聘新创公司正值发展，是年轻人创业的好时机。公司对人才重点培养，欢迎不轻言放弃、不甘现状、充满激情、同心同志的你的加入。   1:文员2名      工资2300+要求：女性 熟练运用WORD、EXCEL等常用的办公软件  每周单休   2:设计师2名       工资 2500+提成 要求熟练操作（设计软件：CAD、        3Dmax、ps等，会做装修预算、经验丰富者优先）3：市场专员数名    工资面议    男女不限，有销售经验者优先 4:监理名2名  （面议）另招聘门店导购员一名（工资面议）                                                                联系电话：18065786579 刘女士                                                                公司地址：亿发建材城8栋10号,http://bbs.np163.net/thread-2792691-1-1.html
